"feature_1","feature_2","feature_3","feature_4","feature_5","feature_6","feature_7","feature_8","feature_9","feature_10","feature_11","feature_12","feature_13","id","target"
"28.449691051442596","25.61769707234283","17.328933703217736","31.86870435099757","16.274681944569558","39.772473215371704","18.827067885242727","11.312739724764178","16.60533908118014","29.70658796000487","35.53739280094501","13.96326031925318","17.21844603006672","12","1"
"13.974770239603812","35.74308216863541","14.112697034545985","29.81283118466926","27.661795156885212","30.293116473765586","32.14561356926257","28.004218296181698","11.280140759133852","29.723249741711243","16.351290808398662","21.307017081080815","36.463265041781845","13","1"
"16.77070286358183","23.194587596957856","13.982921094723142","39.57602938200006","29.746051026168033","26.356422032233883","28.90690337809152","20.16328324737514","18.366384907365948","17.094476778606516","29.336221844539043","19.95539331884385","10.870121138323963","14","1"
"11.82298785178709","39.520098594819416","19.197345833571234","37.90374667384323","32.518584845218186","31.973156566316405","20.74281512572067","26.275972640955544","28.14370377541052","15.848834324246674","31.807244919256647","21.34981464256594","37.045617575006304","15","0"
"34.52976476619634","14.454719166985008","11.980514589574376","32.173985386969356","15.448305060877548","34.85241242685372","21.57092808768017","35.08472184695512","28.715228348441777","24.985328331601284","34.60089167199371","16.97044859115969","11.421382180225452","16","0"
"15.772716185595254","31.989570886423564","27.075475080406875","12.080737937594119","35.46038468839404","33.36223997473936","33.137339694425975","30.05682249723641","27.55518740241293","11.973888774738143","38.97290507674592","19.925046713381214","19.59182289200821","17","1"
"30.33954016590512","25.74797063526885","16.72165389782242","11.883743808617307","35.35251613691576","12.290416282512167","12.976121610726125","14.2283103109343","25.374636325419715","21.203921503695014","29.87107489595807","38.19079801038096","21.0702296108661","18","0"
"20.410275430640514","17.383085937184894","32.859123494763686","33.593809371748534","35.88050199654225","29.074381149283035","35.9869779501379","21.59878548907153","38.401850322047544","34.60240213465286","40.21453426400653","32.03370023925564","21.269823180355836","19","1"
"12.328325904965029","14.289796471140415","23.55534682604975","25.01772849133684","38.389611508970404","16.14481766385636","19.41722658178157","34.69568447115132","13.076506060396051","19.777837163049124","15.219290895550934","12.0597528346812","15.17641550929367","20","1"
"24.14239627219968","12.581699302526168","36.0172096292468","12.434745666638243","36.50248295725838","33.45952470470681","31.95799352558877","13.787579099729163","35.94476974335614","35.42916790080607","34.88468936481917","18.484394314554862","36.044198238896726","21","1"
"31.134609177596843","36.57811090877765","32.83149977804438","29.10803901352759","23.15332666315426","39.612358164512614","38.33261115155875","32.76703814940866","24.414938284710416","12.301817676852204","33.77090438205772","21.285944610795237","28.167621509774968","22","1"
"23.779697061048953","25.685176927263456","25.624388410533346","13.956855316659292","33.548187758198644","29.32020639573231","27.78771540673264","22.080800530162392","12.292982468515605","16.325635344042585","13.704700890197511","19.904965325774256","18.99118322725957","23","0"
"12.40166949189341","20.497705653695448","12.51549461483949","24.57743507295342","33.52941578982176","17.720945439313684","29.609478736157058","11.467758270965545","38.37365675254788","38.59497447836856","23.048479051205497","20.575763243900294","19.84642685452997","24","1"
"25.26495380060169","17.261668096277795","37.76236161801277","37.31069515477033","28.052044816137556","25.569633078460473","35.1495366312429","22.306669933476037","17.252451218978365","37.666071688140036","15.408300686348394","32.837749488439115","26.179983469314653","25","1"
"27.267003441364768","36.00716840486305","36.69202339261698","26.713666312579907","24.55082742137853","38.17817224666385","28.848868648126558","10.14758007442881","20.79317854130592","13.618868833571515","16.73062047008922","38.908390133291036","15.149304130652997","26","0"
"23.007140242362773","12.652186151471895","18.855316416990604","23.295521381553037","29.51554395578524","12.794166760299142","32.739272571268714","19.752797261378753","31.40762839091061","21.292984853126566","39.07622927106828","33.39159013777514","15.242449629704824","27","0"
"14.627316113616796","17.070277597408108","9.448280763101302","33.88837955186774","32.28283934590783","36.06179195045656","32.40596325717688","18.535731837156746","12.8304256902115","12.88601466135219","16.562020073360358","36.92570709663481","34.170803193275006","28","1"
"20.23034681606129","24.66947736414518","28.64836611292992","38.66466307151134","27.49213661014099","18.68081180861706","37.40154078821806","16.345484908440625","37.11032706388845","23.750965993949475","32.130595958346575","29.155188520685435","25.162438791177305","29","0"
"12.971043567968882","28.912598593539208","17.72628156638997","19.028413452272865","13.237384064015771","30.740232727350968","18.608696963002927","31.783688002736866","12.292967371264114","15.620126837865616","18.475477069956657","35.11363678589312","20.88257133630003","30","1"
"17.713942656487166","23.193859837941986","16.8161074817413","28.11225721943162","29.809044948306983","32.61493724865282","23.296570523578804","18.47009084353325","23.630836215546438","19.92819657666472","39.06176692267617","11.433951150666996","23.562126078975066","31","1"
"21.832054421212607","13.357163430848631","21.36462765975999","22.828249993532964","20.681616117677137","11.829601400842776","20.950264719110496","20.424135582752278","14.7240186650236","25.881757359004514","21.60472472972222","20.479903148933037","15.774959288934726","32","0"
"15.21142178646481","36.28059380316328","31.136692126233342","28.38847938116305","25.522936706054736","18.67283322674597","30.61541938965387","22.356906100839666","19.94491053596778","19.051951464628644","36.03423700973673","11.573277936391426","10.461801671108804","33","1"
"20.39152016068862","26.31024972557068","33.19633637826907","15.352037519774994","27.467278254839865","16.707711847904225","30.15595098891529","28.198458659332452","34.22945050238809","24.37644575043404","28.456202232457823","31.192840655007608","11.538331177338648","34","1"
"18.779518221544446","30.808793990827308","22.12407224224777","25.79333394043546","13.119282738147497","24.902625461796784","31.643785741154222","23.51994607112305","21.833697360936647","36.487889661171295","31.04178480975545","26.439463070137638","29.065560168041873","35","0"
"21.33961513220856","33.95543066462757","12.12904020580774","38.08437911138144","19.577690072364504","13.595700961558142","20.546556008727872","21.53402794009746","38.267258373226504","19.958590581796738","21.7452488129219","25.370362477028156","29.017744217477876","36","0"
"17.697130778477696","25.950931391532208","27.505390052651787","34.917270578251475","19.4263453165783","34.79060499552803","27.479496129845387","15.783000195273031","35.02186943809642","29.426554141834977","31.656893439865403","14.165333750142134","38.71161847625608","37","0"
"25.010386557035094","28.58032562967774","16.58767607552568","37.51924957536432","14.71613010759149","35.382908149877316","29.83459746933547","15.477999797492208","33.82606285113939","30.357708731417777","37.97240921698305","15.723735243058268","26.90280715716436","38","0"
"27.651171740438613","24.93984970524282","28.42199735034205","21.5950074553308","22.6666718789519","16.30482970500151","15.01225413469847","11.635324230368147","38.05569285426939","28.117858762839074","24.201897106657793","34.846172725494256","32.63091970412387","39","0"
"34.2108075613259","28.89343573911905","29.64803321701753","13.304733146127631","17.39311461097711","32.816697038265815","29.865615182514777","25.783905020890145","18.703318348859543","37.690255363252255","25.134050449578794","23.789317637550987","15.999539750929012","40","0"
"13.770754074516129","32.45961040333881","25.03603472843863","33.76606781703346","36.85984158755629","38.39615659737838","27.91797964505017","17.413742547664704","36.78410320979624","35.68081771545271","11.658097543096677","13.828564336193102","27.356952034011524","41","0"
"35.20015093680798","28.937078704919156","24.372525731446085","30.678762950338015","36.532380014037884","16.487273238035197","30.007853606112377","31.66692555465012","32.312281951811514","10.315084939281942","29.002561937446494","27.884174285309157","33.414131039925145","42","1"
"28.746459305895517","13.01932279629162","26.33891431446955","16.766304740830527","27.013955038307998","38.262323042210696","29.076423620441467","16.523980711849077","21.730243054552275","21.65424415115189","20.788370042340464","15.550430623573043","16.006062876437962","43","1"
"27.286859756803352","17.51896116264171","25.82114230408244","29.00340417106912","19.238010460013058","15.593605628138315","22.578242941458523","16.783979028139335","29.302189125029702","27.46259932269257","37.258323001416954","28.98288188053347","23.53377139055042","44","1"
"22.599234683226555","22.690622377418926","26.74056990769836","16.653114584806854","20.65902398018958","39.374741282771566","28.812390235630133","35.77621527902419","15.96242213827375","36.46417777810673","22.254638956846726","36.20670470907646","28.263020546349395","45","0"
"17.08786161416507","27.071017747747415","12.564039964948108","33.257212477077104","13.477878214524374","29.07762092987168","21.818233119970802","10.32754741897303","14.877974445562428","26.281455553293387","32.59623987875","17.093729936306712","32.95860870636449","46","0"
"27.938853593289693","13.385194143170878","33.20588600751907","16.401477085066258","24.849823331200582","14.074040412636872","26.193974508325788","14.187869546067374","12.759640707870748","13.050144045496351","23.758092704693002","34.488188953739765","10.226330947540768","47","1"
"29.519381626318687","37.02204538527618","17.42986734327036","39.582010192045686","15.929928193459219","37.461295948381654","28.218465279891014","15.537868866541137","14.473665607393079","15.481872427916354","19.863646418538366","35.52834962428594","31.229970616625753","48","1"
"25.257970239686227","38.706402336943995","9.30699923055521","29.02630720812463","13.901712787317202","13.709560663181609","32.235447832638606","16.783964313625567","13.16590201545237","24.674820757359175","14.12993037133109","19.14403164665292","35.83636885741075","49","0"
"35.307827796546384","30.624092810777025","37.27566043007386","18.412962149760286","41.4205773521723","38.226320993283174","30.135313514491354","12.79060196008089","35.58222150231288","11.637852065230478","33.50833154367296","32.37050396925255","32.57023085618894","50","1"
"15.613592596858263","16.150604666634862","28.622166334210462","26.35677155242596","29.061579238650754","18.230343995691815","22.70379123026567","20.583506182425964","27.35688100199401","35.32104089570054","28.400300093260416","38.663952975357184","23.341298995489353","51","0"
"34.37312870516375","13.764159999628864","31.787391908930438","13.528928658894351","28.46725399808865","21.32249164349506","29.242129127409104","36.19957555798242","17.276828266901305","31.874175495378093","32.17114721428099","35.281325745844185","38.86468594248159","52","1"
"29.15963290481164","22.039999872861614","14.399813792443844","24.403062790430397","39.521597597958475","26.477982799810743","30.811337910860132","38.08836428474229","30.23368862314509","16.14718700801538","19.403286724175558","31.696432137083107","20.77466516681979","53","1"
"37.264020258499066","18.596246110842934","14.390462408642222","37.0024637805913","15.008829407102585","36.92675704089213","24.54277237985422","32.266878367525905","28.530144126186407","10.794349767976263","12.948822419911853","12.634935062630353","23.24507654388505","54","1"
"13.596993216486053","25.099700574345878","21.004721439511812","23.779115473296606","18.424095387454976","19.26954379162667","24.26117245961245","17.941359077200964","36.11844404111366","36.46752480886776","31.258465575716478","17.150176368753435","39.11390681320292","55","0"
"17.26167500917574","11.064285846754235","23.08703139484688","11.538620516651342","32.360331350558816","36.591379193802446","39.730023215542005","34.992798416585934","25.09635884019361","37.869326104342356","29.96430270097699","16.024683264697362","27.95526646091497","56","1"
"22.654710049639885","33.85513202745743","20.899948493286466","12.592138853711061","35.523788211294004","22.191204532841038","34.63936873310214","10.978837888469368","22.217681675058234","24.647861784147953","32.27989883811284","20.129289745852788","25.313439880223772","57","0"
"28.759287924089374","36.28800005998873","27.288697851143503","30.931053815958794","25.60514163449934","31.102043476033337","27.325866417840675","13.347496271106763","23.54373155159576","32.16649861441973","38.04930617450507","32.667433222720646","23.64189788583397","58","0"
"35.87011780182487","33.543273494194466","30.41834381925016","36.87921521514525","22.35799506130285","15.379314698695591","40.219489957812556","18.91006520797429","25.702235361147046","28.142696839437427","26.53075860323365","15.479181758871537","22.380017028769974","59","1"
"32.07254674285486","20.004205215985305","33.942926635059955","28.412923644415084","22.86767721575911","22.516315386071984","19.977195882772556","13.13539462189298","24.713476392720178","21.447131398461448","25.380386542027864","36.64486112518934","17.63548504732349","60","0"
"13.632529782415387","13.280434927244311","34.789375882133946","35.06282872419885","39.254049443611216","14.004331464691369","33.61564494479467","34.98033436196964","35.78663684849353","13.150094174003792","14.209126941752789","37.684110586448455","15.428016381585246","61","1"
"25.85014029311466","39.581144853057275","12.654088439276098","27.476620567366528","34.89870349085878","14.890467079665413","23.493698299536923","38.44457542225231","11.975693674805342","29.29600867767941","33.622117307890335","18.57911352705645","38.19149564264967","62","0"
"19.08921822078784","26.151188813606453","17.225654549826952","14.753890843342496","36.95400334496644","29.06351390932243","12.284950621136893","35.730985999031","25.546416065986435","37.174232738731256","13.352774107920274","27.124247703640446","21.194316201971883","63","0"
"13.258899149998928","39.45095511088193","28.535714902497222","33.030123369059055","19.458369059480876","21.57683044835584","38.85055177739591","17.71000017829148","20.511965227569686","36.604832910382655","27.580121248965252","24.22774718256448","13.03183459727695","64","1"
"37.03687603229159","31.631328156148683","13.456002417296776","13.734518971200643","20.451925404257786","17.425803758498695","25.590223281367308","14.013971637720458","36.56554072104168","24.040605952458524","34.38552132826644","30.02093237123042","27.714436956540435","65","0"
"15.457016485243726","34.546493314653304","25.63523550258111","24.64015500164246","13.796326359070441","36.17578163550637","37.200490267531535","30.920694414551704","37.05222471772596","19.283417471153374","14.850996528378621","22.16907506080067","36.778569571510985","66","1"
"20.32750001260707","37.68380395120684","12.720693768588365","22.51676003684347","40.90086987297191","24.573370148173172","25.13973150891131","36.024272041824915","15.383128802832205","19.490970273175773","36.36990036469109","15.450497462078854","21.217224682317095","67","1"
"17.343210714107553","31.71322471674107","27.66759953464615","21.09930969315331","37.01845977345944","34.74644462028114","12.233014898850914","34.373570158659525","37.58504295372877","37.68988139841402","29.533764766609693","36.64749050410424","30.535545172297937","68","0"
"12.999291081329828","32.96092326423407","22.411114138820864","12.997255670005934","41.52559378272409","39.015223636140504","14.725878836019584","35.42530821535271","19.949509658769017","20.961641876742835","28.692281036973515","10.425467764856755","27.67132976968686","69","1"
"17.517062867710322","19.80800587786174","31.377239713097673","18.694563706414378","23.023249036156557","37.71226302129989","29.179678283845647","34.12839997454733","18.707512553201482","24.937818672996652","29.504464570276024","13.990165379104484","38.81012667657511","70","1"
"38.425018294091636","37.52733424568078","15.421449316239194","12.067368236497796","16.019751489983832","27.566579443319668","36.05494685543627","14.575991223477446","14.712812816731176","33.01659229996833","38.715624189325915","38.00919979686876","11.07696867527368","71","0"
"29.411217691315645","23.272233633439093","30.648075532123556","40.02326580158643","23.69279215555212","31.817402155259277","30.899802467191634","11.046454645748641","23.328617222665244","18.662861972150118","26.991436498708417","27.409723173133138","31.193295195828814","72","0"
"11.378557703894044","27.552274991191524","26.643266230196872","33.590266653436004","13.707713464470373","15.312682910222042","18.247957842023315","20.354043370902524","38.717608315262034","26.329857171563944","16.238820259182084","31.394608933631417","34.71599149703147","73","0"
"13.807823982165752","21.93362347679456","17.694268068586304","38.37717437632233","34.220600451201534","20.34211342586742","38.047570159402795","27.948669822894068","20.25387106255924","23.211301387955604","21.427839176460857","12.291488162269761","31.62821767293902","74","1"
"27.230412243635584","16.427815911294772","27.57713899414709","28.3701129740177","25.51661184635942","14.810970770272228","38.717707153386165","24.797051197314843","38.577400625945806","34.97031921348236","26.290630256603617","27.510282145131452","10.805403322157373","75","0"
"30.73704316429542","28.38637135650432","32.220264473672934","32.68228554008383","23.16096742734954","28.68643439096215","13.381005522130907","17.38360400404612","35.74097667027173","19.526601988907643","14.084517470850582","20.326945867316354","19.80842090295696","76","1"
"21.963632172255256","23.20821495132048","37.46889596464043","25.634249447389767","15.848080559738868","36.42202990925608","36.08778138401368","25.798662368578277","30.512937851857476","24.761087183571046","37.02930067803176","28.500691465447357","33.83999149856619","77","1"
"21.162412989163297","29.407148562072255","11.237521407314691","32.87477710059871","41.385076520101194","21.376817782362476","32.88618036670361","32.307742184843526","31.312578271641833","10.463363631093504","31.13314339338361","14.870553475549901","14.509854273027116","78","1"
"15.058724226315592","15.402402844103662","22.26102794240961","29.359040478204204","22.986098356744975","18.342374306457522","12.897697068207584","22.11680957749455","19.045169827063148","11.563888451724583","12.466157608996394","18.136799183041123","27.813348379565554","79","0"
"30.372064206067474","15.990663957605037","9.698146302655488","22.343567117470947","22.250601620607306","39.91408118917222","22.241585075756223","15.418949922675532","30.15617011111587","19.727181883305935","32.01715217930046","13.34016897111963","22.399346792786385","80","1"
"38.212686077683024","39.51333360502407","35.373090383225694","32.30535839607754","16.002564064541478","18.729919532861327","23.11055156647284","36.14928379366261","20.769283282163222","19.392499407169506","40.432409441592995","22.68675912304265","15.067905433726542","81","0"
"35.16280072769093","25.514422492646993","22.331252550372163","22.70326944650047","33.990050228710714","24.1816064078097","14.538964922855818","23.319208839434893","20.15765958385677","37.44936034199299","20.905905219429236","38.06634044321161","27.81202736304686","82","0"
"27.104524089231194","31.276450778622568","11.93937435554971","39.08578395587453","30.409847210373208","17.14946482356771","36.74327600334156","19.100485742768697","14.373512117289438","24.471433114584695","21.352845435173464","20.171110991120663","39.00315686093961","83","1"
"12.848934114186406","19.32944731422187","35.14743806059757","37.10299297098151","40.32635351028368","29.882110504962938","31.472118865910602","15.72104265374743","10.95939421379166","13.531822569907787","18.84501878746321","12.377732556068786","29.476414064857913","84","0"
"11.911651649547169","13.194425616235183","10.294786170710346","34.87788435708785","22.43671046949933","23.228989294978746","26.25060451796364","25.404506585046214","25.2111161957585","38.08558956158146","34.815904696281734","29.474847743362844","12.353798181898144","85","0"
"28.476092305721764","24.178370374002164","20.411045403181916","18.2425678499555","32.579292057531255","30.133720463459763","22.708478662596125","11.715434745443432","38.742199012078494","28.455631119426265","18.076431354357176","34.14699985568319","34.10033174233196","86","0"
"18.21612926992695","30.811887323099917","19.27076899945117","19.16026060413595","30.168296167752487","35.61021991747314","14.416920005808095","22.252599256408686","18.592452567752424","20.02685936851731","16.331930278780643","27.943865019497537","27.774662389913647","87","1"
"14.58688864025095","25.594243651776686","19.41128377005066","38.7591859882248","30.572684671732777","32.289322577661935","37.47047589162028","14.6600174374783","21.15352076575711","13.090580310430882","17.974929334530664","16.317897795277368","19.084544698818842","88","0"
"30.003280105048134","39.815209297253126","19.223583275300584","39.88303341993873","36.868385553997726","28.84251056561107","35.18487867037262","20.0059876353209","15.235886016651227","19.582275776032713","27.34007309035212","13.007978075925305","10.612820358992249","89","0"
"28.48511081741006","37.10203174520898","16.1475765599179","36.63321854308458","31.485629946871015","27.623286946496048","37.00786205659643","34.226011271439056","29.767553540483917","35.95576371661008","35.80086344610602","19.215046606789777","12.628772426263078","90","0"
"40.10964186486279","22.035502514556775","37.340962580238376","30.711757425915586","29.0639055225872","34.4071762814419","25.539882768920076","27.857812268036113","34.25592634666469","12.529985468643204","29.503657460903494","22.195500029916015","19.720085806107686","91","0"
"35.203810577752215","38.68591629408062","35.16421446937932","34.5090523398211","18.04141979819144","12.172650855235899","23.678831167373705","34.163277880776704","28.329976142767876","37.920589147177985","37.88772479058129","38.6371368781247","10.539383925894528","92","0"
"32.21145638687857","38.771471296194434","22.76704415336846","21.566574654260826","22.769474392783867","25.204242233445523","27.340900217172727","38.53190566784983","13.399667205599279","38.54225709513953","35.24217269533871","33.90995697464715","36.19704289635823","93","1"
"40.16604783108934","39.3647709579993","20.55473605154544","38.63681352678389","35.56712152161497","31.197380897162954","15.452187644313884","30.818410884706715","10.720614864717843","14.881122848884633","31.777490412647087","38.61928143048743","19.444016138030072","94","1"
"34.11526755727099","27.404992546750456","16.698871677575305","20.371525840091337","38.06578128731369","25.068454906286807","28.675966258353476","35.23519388165595","25.682708895213157","19.026915773350215","38.85832852514302","11.458298277764808","18.811641676876462","95","1"
"26.189378209136255","12.57077651391848","31.523951331409627","15.557087571093076","26.381296665228536","18.80550622559967","39.52231152640898","12.85816274889515","10.976127350753464","30.31587124042498","39.04923464162964","19.029578221289253","24.80176633994345","96","0"
"22.12182780340582","27.071536003165967","34.05496750372957","31.312688259364062","38.93913672951335","21.764427547182944","33.623884860938716","29.164047226221058","17.11520294695503","25.829329205715446","39.306092386832276","37.10884727194873","26.713346054656363","97","1"
"35.91659753815329","15.550949641763431","11.74940506846115","33.44699390244111","36.830511772320584","18.432477272882448","27.14801369139521","34.613621570603094","19.175597492233955","25.202086894279777","36.70879189318913","27.802647578497034","18.613951685225217","98","1"
"30.588066945708686","35.03658110898842","23.9696267010172","19.72028833502749","13.407042002079237","30.579147015949072","23.099285416576233","12.500001540827887","18.734148945483362","22.496271079463437","24.92142297019008","36.15950261570627","15.326412810322397","99","1"
"25.15521064195158","15.537748431477459","19.444366032968333","20.81197412081056","32.40835236858243","19.02722825897714","12.404077933969573","12.809281762859426","11.39511609121246","11.865148534597562","40.19522948672291","16.504590874762012","34.31971488961587","100","0"
"37.71803729176765","21.207221163388972","12.815317989467303","18.52785766232521","32.43386991517042","25.92876407317504","13.540977419388417","35.07520717613604","24.523096035346402","11.02367062267524","29.963858475587354","37.37510040411173","18.67048304838029","101","1"
"35.999666025698126","38.30365409657456","22.485224978012177","14.400351625385277","39.52349068042187","36.81444936878128","32.624445133712484","36.58598509139443","38.63364328447643","13.813187100400336","14.899802380125724","23.396983100044185","28.567397738744624","102","1"
"36.163942452877215","31.58789260002802","29.088990036936682","32.651715129366295","37.74734897704269","24.852131589028236","37.90115784138572","18.34965083273479","11.392052803199215","25.304517985974424","25.979096880331262","35.81542072880157","11.394345901338546","103","0"
"37.514689101088415","18.99591716649121","32.71434456577122","19.35406897360698","15.599579523566927","14.54760065777164","16.218427866921417","31.968695372953","29.449605053014313","14.851569058965591","20.623835036389664","17.18511642126696","31.62445953677548","104","1"
"23.881262471573283","14.446257830423272","10.93798630592564","28.99755503716404","29.76901160115972","23.217664165355732","26.215252395472668","17.99144986655819","19.002418278428237","25.743318592367434","36.53942039892621","17.44316933802309","29.17908333828657","105","0"
"29.328252626462056","32.85029172943331","20.3114718703417","26.765233248185545","33.503100692536144","28.780028188984417","40.28123089700675","17.60025826602189","24.988918971419004","29.97882774250385","34.30118499376786","34.79660363896611","20.33229029577833","106","1"
"24.636612968155617","20.354599510321982","23.794966596691204","20.614677688544774","26.07562039214183","14.331613002050608","24.079953226360594","34.57733314657465","34.4583835523731","13.180754571334026","14.312580705268296","31.788104337528722","21.94628512153229","107","1"
"21.183850970805185","39.61678880100888","25.54736184321543","22.93428677099272","28.69510580945507","20.469869758337946","35.50873090905413","20.942031059342455","33.72116846594914","28.48945072040695","12.275451860898954","15.741112556179562","18.16996375839369","108","0"
"29.351512467649563","35.15944672359936","23.240833561541898","26.504493104538753","35.85888278997021","25.40151090119112","34.1571751298804","20.279725540713528","34.80675397994727","35.87242900763512","39.688288889148865","20.723650615439233","10.755296604961805","109","1"
"19.711180086699354","10.907382481977935","24.297355766447488","23.155920393114783","23.821059449236728","19.377150198229796","13.858597703470771","36.46098731691166","13.785255993750948","33.64899768678902","26.23029105035868","19.993187231562327","30.870056557755355","110","0"
"16.586655272232786","39.66845624586499","19.214963830848035","13.38470668166319","14.256167735759004","17.101700807695348","31.932659694149468","26.059330839243295","34.17783630839862","17.48931369154915","33.40850240539365","13.97452224178631","18.429690587635708","111","0"
"39.168499561675254","37.177486906075096","11.236793729023958","16.36747323062034","37.29482240333485","36.689483432411535","26.24232346484663","10.794532408439796","36.34836297588544","16.167453508128794","22.158170270590226","17.824933003328802","26.90451621875695","112","0"
"15.060991733129239","36.03313919673974","35.285137358383466","39.724269132960615","16.07904292013533","13.494622953488703","40.56106204652927","39.044191607327384","18.81301482920484","35.06532035899048","12.174582180153813","38.148492707153466","35.12064661449426","113","1"
"28.26135263511976","22.23957342444516","29.81349225573826","26.316596096045096","30.444059940663404","37.58344721636806","35.594486873972784","31.855050220359466","14.770209280582298","13.607947760454223","21.026942386145663","13.118069594953923","13.010749558105585","114","1"
"21.414064594175123","35.09764769334883","15.070236035288445","24.12594382116091","25.791851971958877","26.933395908015974","37.313698812848784","31.36434357933544","38.10895751308386","11.711492712920405","24.94470106130798","26.159061410579735","29.16904478701402","115","0"
"24.720304889677394","29.52142075642569","26.366157828803413","25.918564149122894","16.55815591043066","19.63654213319814","25.242944893330208","38.295667459295416","20.0963209230561","30.840551032812506","23.209447187128898","22.668098930382204","32.3884200934544","116","0"
"32.33285815828342","16.904500018708394","11.699149670005372","28.606166260481277","26.369918852025116","20.920110843491937","12.475200926137056","33.728752207071736","26.001853986245507","33.641482460532856","33.25957203474714","10.637027806596581","23.7008195264473","117","0"
"24.418594335422338","35.24338167896183","35.03133241397829","29.370035381283582","22.357111470279825","11.441173865630601","19.015445812849734","25.770002037319728","31.374698320357943","21.96238838735189","32.29776331363811","13.270869872889172","22.857459022520207","118","1"
"20.9731394997764","37.50232755901186","21.125338030703848","28.298355286189732","28.84671607271295","20.340623093500636","33.28860689722212","35.53637127781591","38.919542311314466","25.42171593252054","28.77269887036494","37.99550751518389","12.769625709247515","119","1"
"18.625273931731392","14.619691717203835","12.063951581953717","18.33809533951761","13.281422439301412","18.825675756835377","38.84305247354523","15.487390305071605","37.0343382037406","13.388349167967752","20.178418833377528","39.17135913327196","38.760894339174065","120","1"
"33.848183621302844","37.51017989516956","30.385103383908167","17.132000938331366","24.32483509722381","13.900958224785564","18.717250032728423","14.949306302415872","19.715593550383005","35.9526746772022","13.320677980462289","37.06571151142714","14.352387486300831","121","1"
"24.32371503064621","30.133934378093606","23.90105642589129","37.23161119810857","25.4271129095836","36.47956951640087","15.304778074322163","25.116557356650972","24.587090176812396","30.40777233639059","17.988215082171827","32.65122954009274","38.67552140953235","122","0"
"27.573815098654787","16.74894309063992","12.912753462411558","19.057072852042737","28.93443124428959","27.216946009796164","14.957437728703983","19.01806695437734","28.949129931151436","28.056420834891313","27.723002098950843","38.33799736108247","19.608303321727472","123","0"
"27.569407700322643","28.66599781910064","21.486600282099594","25.413028785704014","30.56434366128958","27.37762449816836","18.40668328876846","21.69481369094089","24.957927545190408","35.45386804477376","36.10119030067414","29.764562356157274","35.86306037972217","124","0"
"21.25042723685046","29.631200758570763","20.015337586392988","23.141844385398123","41.04248918776068","38.89019127006087","16.973916576073133","17.194702594348406","32.98265046046072","11.312412779622907","38.842562296193464","35.05018056553097","34.16017727851165","125","0"
