"feature_1","feature_2","feature_3","feature_4","feature_5","feature_6","feature_7","feature_8","feature_9","feature_10","feature_11","id","target"
"61.979306224071316","63.92635409091963","63.99134527672599","55.29666729958748","74.79305322378586","72.51226191850927","76.77261072227343","55.404818381773055","51.31101281323753","56.31879431495884","60.946039834858055","18","0"
"48.92681313474963","59.23987294450475","48.3345126149239","54.421228118329324","68.18128651626677","55.40154197767844","82.4199733628159","46.532717640423186","80.04047873032003","63.89958701118652","42.2303724549337","19","0"
"44.711077364843895","88.40074129935044","78.08513784284717","50.19387165083276","47.058314039859916","77.96448512826177","89.42245032828387","59.48460681355675","50.42907197217639","47.96186945841689","43.112113699410365","20","0"
"77.11771798327452","53.575083168332625","63.991486875130626","44.828073490824586","47.267262705839876","85.5748616015056","76.95658519779772","48.256314355660734","45.251754526410586","78.34771861636095","52.39066749503523","21","0"
"43.65129417775804","59.27821882520713","75.9403532535308","80.93701546519338","38.38620554783435","58.28575183295218","78.75806054417797","76.61889827612275","86.52648595730713","82.171499983819","93.60962347878281","22","0"
"68.06501195604076","92.87348780204628","90.07026146251242","59.08682805480416","58.87456720825261","68.63822057110912","41.71621280110367","54.0211043698655","83.88335645331117","52.305123483745994","70.95139078424415","23","1"
"69.10817092170898","77.71158113100445","74.44840321205375","84.86015357278929","74.642723605418","90.99302133771909","42.46334372616604","83.9394981795104","46.076443482393195","72.47551551259413","89.64493575077479","24","0"
"71.79376506705383","66.1379381997654","81.39360445650509","92.37894136333294","46.32928651623098","50.28649730508516","75.66013185825204","82.36380672421318","43.137826093816074","42.12769828543479","54.791166296206995","25","0"
"45.08469640435833","86.72502981793131","40.17598358058964","84.11036270943951","72.21863552230234","74.07676642927939","43.373671306909856","82.44608319589159","43.59696583009231","75.89558542809978","51.684554493127976","26","0"
"63.31384216021329","55.44061737237805","79.6765458787871","73.59989068276285","40.86361716820669","56.79227543833857","50.89905195765216","40.00093650113016","56.69261431394097","75.70476506372252","56.009030221279346","27","0"
"86.49031045663988","89.21616616069886","77.68253508952253","65.23448230734911","82.38981150493761","70.32896178645478","67.74975514690425","47.761896625168916","70.91430753397724","82.98781533116893","72.37451694297096","28","0"
"52.4903719866514","53.0097373924847","54.42858836597029","43.987331362418736","82.98955666787236","70.55362408152004","52.24576697485077","42.95370938040014","62.84737294885455","84.58364076848218","85.32948680285949","29","0"
"75.44574752595638","87.8331313959566","84.98945756240333","69.07324486084512","60.6969512667247","41.9452049609632","51.47500827997534","61.44681114280931","89.65768727602996","75.1108655464532","56.78107723438531","30","0"
"48.15975078034066","58.45015879803062","53.115413521395574","58.2572030934067","68.19951362386527","74.37127669943646","82.50905990236222","68.75181157105838","92.6873827340643","48.16359343121139","70.3940409681143","31","1"
"43.39490519767299","79.95473343415638","80.07371013692288","46.690893537942145","42.74415290649181","82.24834667239976","44.14811913328791","76.74273264523093","84.78520014091244","77.63500378355498","45.24550208384818","32","0"
"77.91518757063668","57.84331650190294","64.39907538199911","45.068587702972195","70.51529609956343","57.1023768280062","60.87259538630866","52.25819672533808","85.83114448198809","52.41890275583567","84.44423785133166","33","0"
"77.7496483960782","53.901270074567684","52.521104535074564","87.63014663264607","69.34652811498998","92.8353417369411","53.810697320577034","81.80191627336298","40.9972828671541","61.86813108584883","77.6392170786992","34","1"
"61.59122111059409","80.7619460985804","82.20339023471628","52.74629072620307","64.80012159063216","50.239102169675505","90.01198907393137","42.14523708670447","67.09166682873173","80.4050528551556","69.10553272181748","35","1"
"75.89198628401552","49.763565610166815","80.86889772685387","60.16629071248802","64.20309724412316","47.525096063560206","72.4786559022609","92.61456635767233","68.1474446771633","58.265307889892206","61.72709847740291","36","0"
"63.26652395313187","41.09196560849953","40.193979776409954","70.23299034412831","76.12789787705182","73.55966556558593","43.1068413272927","54.45331655842287","60.96790423664317","91.00194798669428","82.54322868957202","37","1"
"70.53529242263433","78.64153154238254","49.22749234612232","88.18666122134955","79.85169693062748","58.185411865618846","56.158820714430206","62.146224831508285","55.45132798521906","47.74756394826691","52.374408790131305","38","0"
"64.14189389344024","87.05171301970748","68.66084299260858","77.06422170072433","63.08388503096999","49.18312792204157","66.34725233650606","45.99652765803343","72.52142438452042","82.7926989410325","40.88108855384437","39","1"
"85.9320870324815","59.17655031729009","39.423390052298004","62.63656589643787","71.39850110273005","84.02330623158724","57.67416073535007","63.40244212689886","49.03670735633401","80.42382978624194","80.69067988312183","40","1"
"59.52938576070406","66.40416387432676","76.6324521271643","95.74957085569851","55.92385096585365","74.07147863726875","69.5003619113416","87.90080771674987","87.34369226108994","72.9114049684266","39.629893457533996","41","1"
"69.96256050598983","67.27367189674877","67.1256548772865","88.0968492074652","72.14243880750092","53.51433802308948","90.5830735804619","93.63220511132549","70.21394175762681","63.95315441388146","87.54495614204419","42","1"
"75.75192569833838","67.30466499924275","51.767979355737076","66.54298364450024","76.8759393283434","57.72107158752449","85.94475109924423","43.68029444963808","61.51336995057651","64.08529723513423","74.48515418539648","43","1"
"68.35459888705066","92.38089677517242","84.3778818037657","95.90401857906824","62.261941708461634","44.13251010436616","92.2344264103687","88.39436726536945","48.78678790727305","71.07367605946325","87.35929829875474","44","0"
"45.771190532541354","54.17653525292368","56.70875127898218","64.48101972663389","84.72257161365715","44.01497661331334","68.09533723823488","55.89461197945706","89.39155850281763","57.96128295585475","56.148999247932245","45","1"
"86.75191730852971","87.77915446564477","60.199501753286604","44.23975748771442","87.78003299879444","88.49333086289609","63.13340042172696","71.32231248747308","43.35613749953504","42.81415071627588","79.95306149403734","46","1"
"44.649672814785106","85.31338286850567","84.78420595040915","79.94098322530425","38.89068900044986","60.2793621851451","92.20547502615992","78.5503375260904","69.14129489663726","93.06495645239225","40.647176083142085","47","0"
"64.21743625287735","46.002477955734115","59.04542300911998","81.79030869267952","65.06231460513006","70.39700121192709","50.8520104094694","72.87962758064059","45.08521595749837","77.81286112934696","84.10748016480068","48","0"
"83.51116489547569","50.305183225167546","77.64284415971773","74.80364058441744","50.68824044985632","74.04403533481323","86.37897865563849","76.58482233061724","76.35501690469307","69.1510798038018","86.83547162013713","49","0"
"87.1961684050297","90.6011631025387","87.52119967419182","44.91895038114413","59.40191407038912","80.86874231014843","72.4276917672019","41.24805466488098","40.54095605835462","91.95798669518018","88.22889602997626","50","0"
"89.08852402147038","42.91998020303414","74.072085221548","75.23334946669887","40.28745438105161","86.47981404800595","71.18873669876385","77.45036916053019","86.56538619840991","79.39120903503262","53.97115775656754","51","1"
"40.64156752720172","70.3607370827152","57.13699011509217","49.57594819651598","39.47007265081978","72.06086232607669","69.29562680604103","53.966255955588196","58.60852947828467","89.26709515103552","65.48202331954232","52","0"
"49.32139754450852","45.68761479428254","77.66735422007115","94.2421006252661","92.56519534750645","62.475102087642526","54.73921376599337","92.26191588254811","68.91083335171611","93.64823938572171","53.15837432837283","53","0"
"89.17966722616232","62.05585164522717","73.84522223189673","62.39897154965628","74.85219560315409","49.22808545811252","85.8524732091489","63.86363904962651","49.20251036415068","91.78914432706729","41.99559836050775","54","0"
"44.34343264099559","61.488507639385354","86.6453071778413","70.44631540861069","49.58148503863475","40.17091380568062","92.37827385857491","44.55490804174416","47.34616414264577","43.012894163838325","78.53652071836855","55","0"
"92.2208108876681","72.60274558209328","88.24291264822378","93.53420594510315","88.83205694761764","59.20463018667691","86.89495828909978","75.67201461635692","62.10125911754586","52.3453410686915","46.97197856442734","56","0"
"57.502004199766674","75.8579123648707","71.58291042100986","94.2121927571579","41.80155794042209","58.162104974101524","81.459260040817","43.4658574288239","75.45869556112429","82.9891093365193","78.4569547087852","57","0"
"49.05005510276646","71.01292150353133","41.40504249092841","48.72379054692805","59.73348301332305","65.51441690354858","77.98486731424441","71.22909125601711","77.10473987702098","89.40836695462089","91.71170426359035","58","1"
"51.96545710477586","90.35603992174164","78.37325602741632","71.35198080349215","83.8571447922254","90.63777745172092","42.84118299836451","63.036538651192345","58.68587537497465","71.39317384701629","76.01108784648163","59","1"
"54.47848267378306","84.06433944284875","74.25832592668776","74.76748125151583","60.89929037029318","40.31185556315641","42.27421679177988","75.77632535865892","81.42064717757555","68.93663920281847","55.51636656246897","60","1"
"77.45748542869124","41.49388383181794","73.95959044198034","74.59344165905662","56.00367914971441","84.86752217610633","51.388266060931755","74.81523833349301","72.72105293849727","56.30985529862806","39.92957295140229","61","0"
"43.459176013483244","91.23172751384803","42.594360358058765","89.92588641351568","64.94304763811894","88.56224362726202","89.03121962868417","50.04975803601002","88.55733587914551","86.80930585611524","81.32878658195963","62","0"
"74.29496693821919","55.208284770870314","73.88761538629437","54.49878240205802","90.78304626223968","63.42259158698765","47.06924033257941","67.27828285024897","80.09392314558538","56.67148163521731","81.92987492185024","63","1"
"86.86836291839732","43.31278907602799","53.753573103251505","64.7072043715745","39.59638377758019","49.46655568114723","58.88734101657015","91.94158463406914","91.95746864481386","67.1381250128705","69.09041760796536","64","1"
"47.79746606132208","39.825570727498615","68.41315132965649","57.1341571589556","60.12308725032589","74.58561009994","76.57691169596887","77.64969862431698","68.29679381014653","73.06313556692139","77.41120419747229","65","0"
"90.8368080426908","91.1511960430289","83.05612344255199","56.47467481190225","58.1483007633888","48.407355272450395","56.57277077374012","81.59554088577944","50.44116163813364","86.87746312248508","89.79761981945674","66","0"
"43.210198780643964","87.59641668909674","43.48681200170874","89.46141527486907","90.18369030764359","44.11777439075789","48.94043258411457","41.74755739437082","93.47291511442725","70.16346874476135","51.711895373600655","67","0"
"93.24600029294514","66.80390838303389","79.33515522015159","82.20202660486795","83.86698717324016","58.99794279144464","93.99114696029505","48.39391336327835","66.3266858250487","50.528120384737385","60.52646418488547","68","0"
"42.09643404817868","86.85582412934801","76.10878399380421","68.23300635546919","38.966117534852316","59.56670715943876","51.02144312123982","42.93365257791266","94.80057538489488","56.833129842363576","44.03076799694011","69","0"
"40.158826127004104","90.02196978935466","87.4834793198186","76.9140269212666","58.04190143179752","73.40800211140325","83.92365721161957","73.5320433943857","49.139802431148446","74.98021171703546","89.27998538958505","70","1"
"70.83604707444987","39.775710016004545","90.9239184329284","75.1749161567685","38.684378686442095","90.90006312538782","71.08961898621521","72.13976758482816","59.137183893491134","80.04589109478756","53.39794803302236","71","1"
"84.19119693923393","93.49421057120823","53.30011716383234","59.30239388704992","70.31367845902994","65.73272726947042","57.0253026848372","74.76800419895783","91.78437786568675","68.6531407788138","58.00395358237009","72","1"
"67.97269773741776","63.53103778413024","57.74002146546896","74.35077979563421","56.82073066119148","64.63648486898268","45.747089974289786","81.94524586992925","69.72290427465721","71.42531976868202","66.26453997771917","73","1"
"50.38239619178308","67.56630751655707","67.1082346450647","72.1315418484789","90.82571962544485","70.37186905336092","48.21041921878931","45.416939072127995","83.27017427064904","61.60127024536302","71.76069815308044","74","1"
"75.37177217982251","41.930683502084996","75.1290911639576","89.09507429368145","79.25304405517706","67.23115776923207","91.46788154696583","76.63222665668222","78.12220922210541","47.74470420372125","60.21899987764006","75","0"
"42.40565110223569","48.95984419300785","67.7881956392307","87.82575377503399","51.788805641755836","92.48779180027964","56.679700654714736","90.56558356505009","51.282722692998824","82.92472246723474","82.12526264208645","76","1"
"64.808033374486","72.6894686039304","58.80719783893033","70.47668340106672","40.31306125415678","44.98659429257014","79.83872965103515","70.56252991354587","47.07812121917652","84.1541003101055","79.58324996439661","77","0"
"64.04182698367052","88.00716002097761","63.09757508505937","90.41791206445014","74.68766673387245","78.23515532873688","92.02151734937254","93.87325378748072","91.2734997011214","94.43899020207893","92.61850474618052","78","1"
"82.6002858970074","82.78990771979473","72.63665498222383","83.06406602656146","81.026368091882","50.83632473501692","41.532408667198894","83.82526613051154","72.52046969332856","80.60649085577639","76.92930576968558","79","0"
"40.06234431974922","69.34007247415518","78.9892279195583","68.80624930746241","72.75008519587631","76.87390429252994","71.36662507043023","61.10186786543832","93.90420224450726","54.47202671457687","92.0653590793563","80","1"
"72.17289883863405","91.3311854963306","67.46665167644228","59.00376841119652","41.033264272536314","40.836882826102205","64.99590775653864","73.9816657674745","81.17154364550035","92.72864828978797","56.116842718185126","81","0"
"68.29515327532967","52.465452533714085","39.46119768520024","66.380870995212","77.71576289661357","47.42158506556572","82.23994438996846","87.73436767212061","92.11652317967112","66.80652723677495","80.42445462137144","82","1"
"52.81737794086861","89.66173180296556","59.394043833287135","57.036407458696786","83.14860731143877","76.76506142055376","66.66304103255561","53.311999085148166","83.51259839217602","63.105920461968815","45.02152206028183","83","1"
"73.09414266269512","50.65527732920242","76.54224139471359","67.60462363015333","41.24859557647704","42.3403446629855","89.2348005103874","79.9576607653823","68.25608756889751","66.4644279931606","84.4781084536277","84","0"
"40.21116131324716","54.788143980846705","86.91587533378008","59.93556197909652","51.85067722576586","65.5260177896875","69.55151306378089","43.11291421080206","43.430611414461964","88.50287323619567","92.7771059545322","85","1"
"50.05531868428667","92.9580149871722","40.40327197518387","87.00442919694042","50.36441161374721","92.53933714166791","85.399136791521","74.97718642856279","62.425683620908835","77.13454799985652","53.066617388462106","86","0"
"50.066465969082415","69.29345101813347","88.32347736378595","83.59753936321896","49.73680115575615","86.50350473136629","41.67622578571839","69.8864151794019","44.67868210029804","62.218125353718364","68.87847986850237","87","1"
"90.76324088764697","74.52022465291012","39.60203080387489","87.31174516106125","44.61963750557298","50.87288982603369","41.863240131689054","80.23128939351965","55.045643184656605","47.374498228842334","80.39308290204161","88","1"
"66.59074642663741","63.59635145075904","63.107386626849","94.48722837370087","55.88287976727334","52.71721547051081","59.23585416769819","76.05626304304731","93.59183131547216","78.73347199857201","55.84125062251131","89","1"
"76.38639955563157","53.3035783955738","51.743923652448856","70.72202866865503","83.73778950857832","54.17073074722353","82.95790933725175","70.96325031143256","69.2222994091624","44.89003153413928","47.490934776189185","90","1"
"91.13411903205632","88.2098237184902","72.22279371743389","63.30296445484546","40.69171346719775","84.29943595816972","66.67721492885475","88.82361462044587","79.95757701872189","76.79105300319127","78.19268900336388","91","0"
"52.03036560042488","85.2922063137581","89.69375275512985","61.997589223407246","70.89722390039897","59.82992634223116","72.1559360943102","88.91680780302651","91.9309982413317","84.13382616729002","44.29643958864764","92","1"
"89.8842503829914","63.647457828987505","63.54298968625427","55.088947340800104","64.25803942287561","60.38449217998064","41.41922007172404","88.1808484154821","54.65678192875236","91.2016433770463","59.70233791195737","93","1"
"87.63741639941527","61.35993193949598","58.38539188579599","61.898951683735085","41.872001293018165","93.43204380847556","59.70041033449522","73.29513177239777","48.82449642937329","54.75225697952599","71.24580942758064","94","0"
"63.84874542933463","79.82725512065751","50.44553941943611","85.19756094320003","50.41520694984719","80.46091633856929","59.8283082475464","60.6761495814608","81.76859893431937","77.95723385346214","71.98032577133822","95","0"
"72.14099290767517","70.45119562574956","60.464608249816834","91.18132758723225","78.12439139987637","90.88640204126193","40.59907422079403","42.58671353581157","55.6651117298131","51.7646000105968","79.0338732506262","96","0"
"40.857436352350426","74.78904863904651","86.57333841850105","87.7774445222791","48.2359508030093","79.26440485557481","60.772842484448134","54.562399629613004","95.11440257327975","87.91507095960131","52.6558297351971","97","1"
"49.31347064458146","48.475474113822806","40.82390825888381","48.85344127034527","45.74736257767719","56.40107139489931","62.89965849744189","87.18852849362375","48.80152799822915","69.14693260745854","53.39797553433918","98","0"
"81.38210036510667","40.092912554357774","93.97762341358073","42.07326768443296","59.00484142901739","63.33784352477328","43.017888929969736","69.71785981498749","70.83609347991789","60.894979605726775","46.34696287406294","99","1"
"84.48910976345454","48.660883854005995","49.7789241256582","63.180433108743486","73.0373169110409","72.80484964412818","65.15303098039841","89.51126232968595","90.22170058663922","71.71032042820015","87.56770967088846","100","1"
"89.33638393825288","54.486212925355495","79.68607550332494","41.61524672092005","74.80333590456618","68.73754052539473","83.55041736374729","56.514451416574616","70.95932537863483","48.84362944282474","55.028420445157714","101","0"
"92.24589094239269","80.38896057170344","43.62228182782017","95.05879694610786","52.60909609355771","52.38453983422228","40.49579572401265","63.84398760072272","42.967526178602085","87.29048352882799","79.48284252793758","102","0"
"68.03480431657933","58.42936600387601","52.796232199027585","84.11678821268991","85.42835499258416","84.64279765688919","58.31086765298136","59.89749740321839","67.61182247127327","82.97969261163483","91.78836512554682","103","1"
"76.14523582388917","48.67802922686465","85.1530262859291","74.8258631503315","45.08942782069072","78.43144870886077","78.49025603805593","59.34506026928684","65.21274307425317","90.29032884529767","69.72881132648305","104","0"
"46.259570999307044","52.765893049225795","63.93399708410348","88.7434362574549","82.72243786907458","64.42566808891344","82.83704549177213","86.72718179327615","87.96419458578963","78.86725950953755","50.93229512314194","105","1"
"61.06296605037376","73.54839006215714","62.67180393927569","44.65551135060641","69.72166885486274","46.70246832216132","64.94505583954927","38.9074702320951","68.97889467236381","81.17217817858527","86.28887986575367","106","1"
"47.29931853545411","70.30354055410041","85.60107845989286","61.07116460167552","73.76696579009092","83.68937976206284","86.75782450465039","52.231465237411996","62.34636975101995","80.43070059160867","84.37663426803456","107","0"
"51.59736619517666","86.96613250012713","61.82048650002853","42.506330257814206","82.7342475596387","92.83051110222593","49.61596484618571","90.1322979642873","64.55888666101119","90.44913078386271","39.493171944339736","108","0"
"43.63524043188551","75.72139137857802","89.2581727823631","57.50147189348713","46.80411238310956","42.888220387832284","73.28267536521292","89.71085667039604","60.53947715076987","61.635129548579194","55.54135256854269","109","0"
"76.6835230188182","47.59620444107677","51.64414055030745","90.0206959468497","42.646048263160885","64.64321043277259","64.2748137348917","82.83694651230189","42.78023147155745","51.02497008768851","56.360574377151124","110","1"
"58.97212919645047","46.73457440833542","44.41461185600388","42.515779058360394","87.58166765377925","49.043665841577365","86.52873639906139","51.51399192334643","64.20813562925184","42.99095826116579","68.44049395714651","111","1"
"82.76439226677807","93.34305580372441","52.439119798029445","67.8989775979117","42.56306600147537","67.02462010976242","88.75670699565603","66.03055181465632","60.29592286230551","44.06632143902784","53.86998316751192","112","0"
"57.08584461870527","77.41271834788506","85.13645969880766","72.45295502778704","61.257698540727596","42.05660491429555","56.994519442650294","60.418309318628545","51.89217408110327","90.05996343099206","55.425256832323385","113","1"
"63.38437129663418","39.47254569541991","43.709396635810364","51.845847038789415","53.795604634089166","83.49387311424887","48.21454054688597","80.14547525787705","42.09723666726271","94.08625900857744","50.42160490500969","114","1"
"73.29740295407098","63.734588058755314","58.267180073454476","42.11144274983159","78.6585653330964","64.10027744726659","86.46139480489342","75.050224124295","91.2231736191739","49.80982957686364","77.24207472900905","115","0"
"75.35857360811231","43.660192210169186","90.7962849224878","80.95847090501682","51.07157875441414","61.42662139706343","48.01603042792043","50.284761406791894","92.74502580349194","93.21291536751991","44.042247158651975","116","1"
"55.760817160980636","51.63073216118217","92.2840475694626","49.44919460145583","52.26023150311969","91.90992967945311","48.24671600689865","43.26458409801178","80.23152864596959","56.36462336260016","62.639534725051426","117","1"
"66.5473975436593","45.22654294964004","89.69109122100458","69.16174662212227","91.87926746544396","90.79468371542373","61.17402385723251","73.06225499616761","67.76033851037523","41.421807965564966","76.13184707260314","118","0"
"92.22032052841597","78.15533057769169","88.69583214973241","89.00726904196411","83.00934391975362","46.35801507906275","60.35887979573816","51.18728493957077","42.04401756117206","74.9907550931127","89.1977766305624","119","1"
"44.80713843183449","44.00669276793701","84.76375774062672","45.43130346379286","79.61631789726971","92.84759379309581","87.89350779766929","50.57015505400139","61.78328710732455","88.09629432015466","66.05461800716301","120","0"
"71.2511777690343","89.69078237914059","49.90175614091705","89.31863323910598","90.36652914571066","41.46649937737923","89.57466943971752","66.55591216983248","74.0538517090858","48.504694587581554","59.30675624079845","121","0"
"68.28919836548815","52.301584245658184","68.31657509857924","46.92967536266255","66.80481260175497","47.848818020001474","89.43083575072244","54.01466587842192","87.37186612308814","67.43381686002364","51.12121372144574","122","1"
"61.03119400976614","70.94668899983266","73.07997921607547","84.14457849166897","38.98065253818067","72.15087713980427","83.51285572476039","74.15990374448184","56.04291985801015","76.41512525916382","82.69334429639","123","1"
"52.34527891034677","61.548536934634924","85.19254044291928","95.74580346617661","81.9694871289042","47.572157708974004","74.52374684867536","85.33841331576434","67.12305518443955","75.55598483407252","69.37776905742056","124","1"
"81.80560270450958","65.15916552532794","42.74761845135522","82.40132603151635","42.87697203106274","46.822047663604344","75.8698057686925","80.5032010375531","63.56917923820331","59.34087214883937","73.59654350881252","125","1"
"58.072380881827996","68.70154576388806","75.64964299011167","87.47404324398975","71.77609929138333","84.9324649359256","68.80045546130987","74.88727796079205","61.12462602952265","64.12589107383216","74.32624275128316","126","1"
"66.81106013228155","60.34801870229605","91.91462244268577","69.6812537018929","62.05624894002387","84.51857604268682","68.79838170422592","45.26811292945469","62.03790671494695","78.07321177682677","47.7048792763336","127","0"
"51.572490446430145","60.69978150858138","58.82318707948567","44.15173749566425","58.40141199660943","61.703291071912204","67.50510997942058","56.46076509616104","64.27700372756902","64.97582302279214","46.382527652225974","128","0"
"57.22838385051895","82.29345092983579","70.05232093410227","48.20918074298032","83.88916348701605","48.597185118695045","68.57713885519478","81.19237155301072","93.82545920861322","61.105523914537535","57.742097085420106","129","1"
"54.88359745236484","41.73995566193502","93.60628232797387","45.678908720585255","62.61320799159942","64.05479858642538","83.58365004253304","44.63099272322137","42.50520287548216","55.64245015446843","50.308619097252716","130","0"
"71.90807892200928","68.4601894846874","67.93164500772178","57.62297546710705","57.75018644093033","69.79467542482035","44.509910696162635","89.69722987581746","40.731277707204754","81.55091789281515","77.59113643282677","131","0"
"69.61258640734272","50.6049313932345","41.35875960943921","70.96480039229081","62.218389030570755","66.35143517929274","46.10521977473541","81.16236683920162","93.73655544192074","53.34020384655101","63.199777180765615","132","1"
"81.30052864039496","39.77746138151795","70.48827160021948","93.22548374151886","45.65535885693476","66.7635004417796","43.00905796989166","44.46551683744983","85.16531975207815","93.91233496688555","61.484520106841195","133","1"
"50.3591918743919","69.32206011310863","45.80879022116938","65.78756224973878","68.0778234299635","73.70471899594082","42.54246376242111","78.98169854446918","78.0532441624753","44.41032000890041","57.06480882412011","134","0"
"57.98248687779252","93.53260151918455","77.9153685947207","43.79122285278976","43.04766560213941","62.30769509067636","65.56043976319229","49.445494513968164","74.39303417929482","41.56759762672071","44.60190058024507","135","1"
"76.2305855361697","76.2072800054229","67.58478592142198","42.249089292336244","55.67074127216423","66.79495152551682","51.096634207993645","72.26965590150806","90.67024480388059","71.49691574159871","59.77866626988883","136","1"
"85.72670140972139","87.28203133135143","72.55284004086855","46.65829802186451","74.42022087576242","61.89152946159556","83.51884109026264","91.31952028030152","75.84581130763961","88.2499404788492","54.418767289172706","137","1"
"63.23517454374053","45.669476427281516","56.781003436084355","86.65013612108679","91.01713757398358","74.37199040060821","65.42512749905673","81.5125989241386","78.78655265436286","46.13546578237093","62.238738155800874","138","0"
"91.12835960552361","68.46494478198103","50.56520354820038","82.20652474071007","41.067482154700166","76.09325164058885","66.42145405327702","89.3961049702746","45.62640180798282","64.57732923840443","49.79659702932968","139","0"
"41.84888429321082","71.7126790807212","65.84409652034213","71.92202916817125","74.38306515958433","68.35783130676711","39.8908224496163","72.7626392174409","57.97883198191689","48.242061459893286","61.269598917479996","140","0"
"65.7916451190438","87.71713496513881","51.7679936893044","74.47090176563722","41.187813645308516","73.73203310647372","68.78388867403831","88.6228201600492","41.18110581154567","60.77927011058474","58.88058436176421","141","0"
"59.41212996239794","91.9339617184179","43.961841912712","48.329425252595215","71.97488771865542","42.62020269154912","53.73066010455203","53.906540663678946","46.425110937338154","67.71869007080166","74.12664636933069","142","1"
"52.31409090447664","85.66886934625826","49.43966293643069","56.50531620129571","50.469889316613795","76.19572204912234","64.85362464683512","48.542851193740546","40.41913056829335","90.61317498042088","72.70054336853433","143","0"
"73.23330314148741","88.66880991736952","68.53566418979186","88.54020517596891","46.29882864896599","70.54692152153949","40.34282900751125","86.91240774033194","57.708278196023755","92.31993359504246","83.2030960695653","144","1"
"48.44969965689741","92.73778388335221","61.43208638625894","50.98146373181774","62.985062144740475","50.11944715235546","73.56857701122212","79.25180112863474","82.0505167043822","76.44386798205967","64.90881669517971","145","1"
"66.663456910368","39.681584975741835","66.24234577573453","79.89620400950503","59.87811391308841","72.20217349165358","42.210237709350075","42.96306022398036","79.50038766958176","52.18751155572146","71.61022938705999","146","1"
